FromBIC,ToBIC,TimeTakenInMinutes,Charges
HSBCGB2LXXX,BAFUCH22XXX,118,14
UTIBINBBXXX,HSBCGB2LXXX,218,15
HSBCGB2LXXX,UTIBINBBXXX,218,14
CITIUS33XXX,HSBCGB2LXXX,166,10
HSBCGB2LXXX,CITIUS33XXX,166,14
CHASUS33XXX,HSBCGB2LXXX,175,14
HSBCGB2LXXX,CHASUS33XXX,175,14
HDFCINBBXXX,HSBCGB2LXXX,197,20
HSBCGB2LXXX,HDFCINBBXXX,197,14
UBSWCHZH80A,HSBCGB2LXXX,200,17
HSBCGB2LXXX,UBSWCHZH80A,200,14
CCBCCNBJXXX,HSBCGB2LXXX,203,13
HSBCGB2LXXX,CCBCCNBJXXX,203,14
RABONL2UXXX,HSBCGB2LXXX,107,17
HSBCGB2LXXX,RABONL2UXXX,107,14
SOGEFRPPXXX,HSBCGB2LXXX,169,19
HSBCGB2LXXX,SOGEFRPPXXX,169,14
COBADEFFXXX,HSBCGB2LXXX,145,19
HSBCGB2LXXX,COBADEFFXXX,145,14
WPACAU2SXXX,HSBCGB2LXXX,90,20
HSBCGB2LXXX,WPACAU2SXXX,90,14
INGBNL2AXXX,HSBCGB2LXXX,203,14
HSBCGB2LXXX,INGBNL2AXXX,203,14
PCBCCNBJXXX,HSBCGB2LXXX,216,20
HSBCGB2LXXX,PCBCCNBJXXX,216,14
ADDBINBBXXX,SBININBBFXD,115,19
SBININBBFXD,ADDBINBBXXX,115,15
KKBKINBBXXX,SBININBBFXD,90,17
SBININBBFXD,KKBKINBBXXX,90,15
INDBINBBBBI,SBININBBFXD,59,10
SBININBBFXD,INDBINBBBBI,59,15
ICICINBBCTS,SBININBBFXD,84,20
SBININBBFXD,ICICINBBCTS,84,15
CORPINBBXXX,SBININBBFXD,82,15
SBININBBFXD,CORPINBBXXX,82,15
UTIBINBBTCP,SBININBBFXD,88,19
SBININBBFXD,UTIBINBBTCP,88,15
UTIBINBBXXX,SBININBBFXD,75,15
SBININBBFXD,UTIBINBBXXX,75,15
HDFCINBBXXX,SBININBBFXD,27,20
SBININBBFXD,HDFCINBBXXX,27,15
IDIBINBBTSY,SBININBBFXD,80,17
SBININBBFXD,IDIBINBBTSY,80,15
BNPAFRPPXXX,SBININBBFXD,65,18
SBININBBFXD,BNPAFRPPXXX,65,15
KNABNL2HXXX,SBININBBFXD,186,16
SBININBBFXD,KNABNL2HXXX,186,15
MHCBJPJTXXX,SBININBBFXD,153,15
SBININBBFXD,MHCBJPJTXXX,153,15
ABNANL2AXXX,SBININBBFXD,210,16
SBININBBFXD,ABNANL2AXXX,210,15
DEUTDEBBXXX,SBININBBFXD,153,15
SBININBBFXD,DEUTDEBBXXX,153,15
MMTOJPJTXXX,SBININBBFXD,80,20
SBININBBFXD,MMTOJPJTXXX,80,15
NATAAU3302S,SBININBBFXD,148,16
SBININBBFXD,NATAAU3302S,148,15
BLKBCH22XXX,SBININBBFXD,152,17
SBININBBFXD,BLKBCH22XXX,152,15
CRESCHZZXXX,SBININBBFXD,68,11
SBININBBFXD,CRESCHZZXXX,68,15
CRLYFRPPXXX,SBININBBFXD,207,12
SBININBBFXD,CRLYFRPPXXX,207,15
AGRIFRPPXXX,SBININBBFXD,129,11
SBININBBFXD,AGRIFRPPXXX,129,15
HSBCGB2LXXX,SBININBBFXD,175,14
SBININBBFXD,HSBCGB2LXXX,175,15
ANZBAU3MXXX,SBININBBFXD,141,13
SBININBBFXD,ANZBAU3MXXX,141,15
BOTKJPJTXXX,SBININBBFXD,86,15
SBININBBFXD,BOTKJPJTXXX,86,15
BARCGB22XXX,SBININBBFXD,134,18
SBININBBFXD,BARCGB22XXX,134,15
SMBCJPJTXXX,SBININBBFXD,104,14
SBININBBFXD,SMBCJPJTXXX,104,15
CUSCAU2SXXX,SBININBBFXD,133,20
SBININBBFXD,CUSCAU2SXXX,133,15
WFBIUS6SXXX,SBININBBFXD,63,15
SBININBBFXD,WFBIUS6SXXX,63,15
ABOCCNBJXXX,SBININBBFXD,189,10
SBININBBFXD,ABOCCNBJXXX,189,15
BKCHCNBJXXX,SBININBBFXD,163,12
SBININBBFXD,BKCHCNBJXXX,163,15
HYVEDEMMXXX,SBININBBFXD,207,10
SBININBBFXD,HYVEDEMMXXX,207,15
HELADEF1RRS,SBININBBFXD,165,10
SBININBBFXD,HELADEF1RRS,165,15
BOFAUS3NXXX,SBININBBFXD,140,12
SBININBBFXD,BOFAUS3NXXX,140,15
BAFUCH22XXX,SBININBBFXD,146,14
SBININBBFXD,BAFUCH22XXX,146,15
CITIUS33XXX,SBININBBFXD,240,10
SBININBBFXD,CITIUS33XXX,240,15
CHASUS33XXX,SBININBBFXD,70,14
SBININBBFXD,CHASUS33XXX,70,15
UBSWCHZH80A,SBININBBFXD,73,17
SBININBBFXD,UBSWCHZH80A,73,15
CCBCCNBJXXX,SBININBBFXD,175,13
SBININBBFXD,CCBCCNBJXXX,175,15
RABONL2UXXX,SBININBBFXD,168,17
SBININBBFXD,RABONL2UXXX,168,15
RBOSGB2LXXX,SBININBBFXD,100,11
SBININBBFXD,RBOSGB2LXXX,100,15
SOGEFRPPXXX,SBININBBFXD,99,19
SBININBBFXD,SOGEFRPPXXX,99,15
MIDLGB22XXX,SBININBBFXD,174,13
SBININBBFXD,MIDLGB22XXX,174,15
COBADEFFXXX,SBININBBFXD,227,19
SBININBBFXD,COBADEFFXXX,227,15
WPACAU2SXXX,SBININBBFXD,193,20
SBININBBFXD,WPACAU2SXXX,193,15
INGBNL2AXXX,SBININBBFXD,143,14
SBININBBFXD,INGBNL2AXXX,143,15
PCBCCNBJXXX,SBININBBFXD,139,20
SBININBBFXD,PCBCCNBJXXX,139,15
BENDAU3BXXX,ANZBAU3MXXX,112,18
ANZBAU3MXXX,BENDAU3BXXX,112,13
SGBLAU2SXXX,ANZBAU3MXXX,125,13
ANZBAU3MXXX,SGBLAU2SXXX,125,13
RBOSAU2SXXX,ANZBAU3MXXX,124,20
ANZBAU3MXXX,RBOSAU2SXXX,124,13
NATAAU3302S,ANZBAU3MXXX,118,16
ANZBAU3MXXX,NATAAU3302S,118,13
CUSCAU2SXXX,ANZBAU3MXXX,102,20
ANZBAU3MXXX,CUSCAU2SXXX,102,13
HSBCAU2SXXX,ANZBAU3MXXX,50,20
ANZBAU3MXXX,HSBCAU2SXXX,50,13
QSNWAU4BXXX,ANZBAU3MXXX,74,17
ANZBAU3MXXX,QSNWAU4BXXX,74,13
BKWAAU4SXXX,ANZBAU3MXXX,36,19
ANZBAU3MXXX,BKWAAU4SXXX,36,13
WPACAU2SXXX,ANZBAU3MXXX,67,20
ANZBAU3MXXX,WPACAU2SXXX,67,13
BNPAFRPPXXX,ANZBAU3MXXX,231,18
ANZBAU3MXXX,BNPAFRPPXXX,231,13
KNABNL2HXXX,ANZBAU3MXXX,144,16
ANZBAU3MXXX,KNABNL2HXXX,144,13
MHCBJPJTXXX,ANZBAU3MXXX,220,15
ANZBAU3MXXX,MHCBJPJTXXX,220,13
ABNANL2AXXX,ANZBAU3MXXX,235,16
ANZBAU3MXXX,ABNANL2AXXX,235,13
DEUTDEBBXXX,ANZBAU3MXXX,93,15
ANZBAU3MXXX,DEUTDEBBXXX,93,13
MMTOJPJTXXX,ANZBAU3MXXX,142,20
ANZBAU3MXXX,MMTOJPJTXXX,142,13
BLKBCH22XXX,ANZBAU3MXXX,201,17
ANZBAU3MXXX,BLKBCH22XXX,201,13
CRESCHZZXXX,ANZBAU3MXXX,198,11
ANZBAU3MXXX,CRESCHZZXXX,198,13
CRLYFRPPXXX,ANZBAU3MXXX,223,12
ANZBAU3MXXX,CRLYFRPPXXX,223,13
AGRIFRPPXXX,ANZBAU3MXXX,106,11
ANZBAU3MXXX,AGRIFRPPXXX,106,13
HSBCGB2LXXX,ANZBAU3MXXX,197,14
ANZBAU3MXXX,HSBCGB2LXXX,197,13
SBININBBFXD,ANZBAU3MXXX,234,15
ANZBAU3MXXX,SBININBBFXD,234,13
BOTKJPJTXXX,ANZBAU3MXXX,120,15
ANZBAU3MXXX,BOTKJPJTXXX,120,13
BARCGB22XXX,ANZBAU3MXXX,132,18
ANZBAU3MXXX,BARCGB22XXX,132,13
SMBCJPJTXXX,ANZBAU3MXXX,161,14
ANZBAU3MXXX,SMBCJPJTXXX,161,13
ICICINBBCTS,ANZBAU3MXXX,160,20
ANZBAU3MXXX,ICICINBBCTS,160,13
WFBIUS6SXXX,ANZBAU3MXXX,172,15
ANZBAU3MXXX,WFBIUS6SXXX,172,13
ABOCCNBJXXX,ANZBAU3MXXX,94,10
ANZBAU3MXXX,ABOCCNBJXXX,94,13
BKCHCNBJXXX,ANZBAU3MXXX,146,12
ANZBAU3MXXX,BKCHCNBJXXX,146,13
HYVEDEMMXXX,ANZBAU3MXXX,125,10
ANZBAU3MXXX,HYVEDEMMXXX,125,13
HELADEF1RRS,ANZBAU3MXXX,178,10
ANZBAU3MXXX,HELADEF1RRS,178,13
BOFAUS3NXXX,ANZBAU3MXXX,225,12
ANZBAU3MXXX,BOFAUS3NXXX,225,13
BAFUCH22XXX,ANZBAU3MXXX,98,14
ANZBAU3MXXX,BAFUCH22XXX,98,13
UTIBINBBXXX,ANZBAU3MXXX,169,15
ANZBAU3MXXX,UTIBINBBXXX,169,13
CITIUS33XXX,ANZBAU3MXXX,216,10
ANZBAU3MXXX,CITIUS33XXX,216,13
CHASUS33XXX,ANZBAU3MXXX,79,14
ANZBAU3MXXX,CHASUS33XXX,79,13
HDFCINBBXXX,ANZBAU3MXXX,127,20
ANZBAU3MXXX,HDFCINBBXXX,127,13
UBSWCHZH80A,ANZBAU3MXXX,96,17
ANZBAU3MXXX,UBSWCHZH80A,96,13
CCBCCNBJXXX,ANZBAU3MXXX,177,13
ANZBAU3MXXX,CCBCCNBJXXX,177,13
RABONL2UXXX,ANZBAU3MXXX,167,17
ANZBAU3MXXX,RABONL2UXXX,167,13
RBOSGB2LXXX,ANZBAU3MXXX,182,11
ANZBAU3MXXX,RBOSGB2LXXX,182,13
SOGEFRPPXXX,ANZBAU3MXXX,167,19
ANZBAU3MXXX,SOGEFRPPXXX,167,13
MIDLGB22XXX,ANZBAU3MXXX,70,13
ANZBAU3MXXX,MIDLGB22XXX,70,13
COBADEFFXXX,ANZBAU3MXXX,161,19
ANZBAU3MXXX,COBADEFFXXX,161,13
INGBNL2AXXX,ANZBAU3MXXX,162,14
ANZBAU3MXXX,INGBNL2AXXX,162,13
PCBCCNBJXXX,ANZBAU3MXXX,103,20
ANZBAU3MXXX,PCBCCNBJXXX,103,13
MHCBJPJTXXX,BOTKJPJTXXX,12,15
BOTKJPJTXXX,MHCBJPJTXXX,12,15
MMTOJPJTXXX,BOTKJPJTXXX,51,20
BOTKJPJTXXX,MMTOJPJTXXX,51,15
CHASJPJTXXX,BOTKJPJTXXX,11,11
BOTKJPJTXXX,CHASJPJTXXX,11,15
ZENJJPJTXXX,BOTKJPJTXXX,121,16
BOTKJPJTXXX,ZENJJPJTXXX,121,15
ICBKJPJTXXX,BOTKJPJTXXX,82,13
BOTKJPJTXXX,ICBKJPJTXXX,82,15
SMBCJPJTXXX,BOTKJPJTXXX,103,14
BOTKJPJTXXX,SMBCJPJTXXX,103,15
NACNJPJTXXX,BOTKJPJTXXX,117,13
BOTKJPJTXXX,NACNJPJTXXX,117,15
MSKBJPJTXXX,BOTKJPJTXXX,122,20
BOTKJPJTXXX,MSKBJPJTXXX,122,15
SNNFJPJTXXX,BOTKJPJTXXX,30,17
BOTKJPJTXXX,SNNFJPJTXXX,30,15
BNPAFRPPXXX,BOTKJPJTXXX,141,18
BOTKJPJTXXX,BNPAFRPPXXX,141,15
KNABNL2HXXX,BOTKJPJTXXX,148,16
BOTKJPJTXXX,KNABNL2HXXX,148,15
ABNANL2AXXX,BOTKJPJTXXX,203,16
BOTKJPJTXXX,ABNANL2AXXX,203,15
DEUTDEBBXXX,BOTKJPJTXXX,175,15
BOTKJPJTXXX,DEUTDEBBXXX,175,15
NATAAU3302S,BOTKJPJTXXX,234,16
BOTKJPJTXXX,NATAAU3302S,234,15
BLKBCH22XXX,BOTKJPJTXXX,88,17
BOTKJPJTXXX,BLKBCH22XXX,88,15
CRESCHZZXXX,BOTKJPJTXXX,113,11
BOTKJPJTXXX,CRESCHZZXXX,113,15
CRLYFRPPXXX,BOTKJPJTXXX,219,12
BOTKJPJTXXX,CRLYFRPPXXX,219,15
AGRIFRPPXXX,BOTKJPJTXXX,126,11
BOTKJPJTXXX,AGRIFRPPXXX,126,15
HSBCGB2LXXX,BOTKJPJTXXX,222,14
BOTKJPJTXXX,HSBCGB2LXXX,222,15
SBININBBFXD,BOTKJPJTXXX,195,15
BOTKJPJTXXX,SBININBBFXD,195,15
ANZBAU3MXXX,BOTKJPJTXXX,146,13
BOTKJPJTXXX,ANZBAU3MXXX,146,15
BARCGB22XXX,BOTKJPJTXXX,109,18
BOTKJPJTXXX,BARCGB22XXX,109,15
CUSCAU2SXXX,BOTKJPJTXXX,231,20
BOTKJPJTXXX,CUSCAU2SXXX,231,15
ICICINBBCTS,BOTKJPJTXXX,82,20
BOTKJPJTXXX,ICICINBBCTS,82,15
WFBIUS6SXXX,BOTKJPJTXXX,216,15
BOTKJPJTXXX,WFBIUS6SXXX,216,15
ABOCCNBJXXX,BOTKJPJTXXX,172,10
BOTKJPJTXXX,ABOCCNBJXXX,172,15
BKCHCNBJXXX,BOTKJPJTXXX,190,12
BOTKJPJTXXX,BKCHCNBJXXX,190,15
HYVEDEMMXXX,BOTKJPJTXXX,227,10
BOTKJPJTXXX,HYVEDEMMXXX,227,15
HELADEF1RRS,BOTKJPJTXXX,93,10
BOTKJPJTXXX,HELADEF1RRS,93,15
BOFAUS3NXXX,BOTKJPJTXXX,111,12
BOTKJPJTXXX,BOFAUS3NXXX,111,15
BAFUCH22XXX,BOTKJPJTXXX,90,14
BOTKJPJTXXX,BAFUCH22XXX,90,15
UTIBINBBXXX,BOTKJPJTXXX,96,15
BOTKJPJTXXX,UTIBINBBXXX,96,15
CITIUS33XXX,BOTKJPJTXXX,173,10
BOTKJPJTXXX,CITIUS33XXX,173,15
CHASUS33XXX,BOTKJPJTXXX,91,14
BOTKJPJTXXX,CHASUS33XXX,91,15
HDFCINBBXXX,BOTKJPJTXXX,82,20
BOTKJPJTXXX,HDFCINBBXXX,82,15
UBSWCHZH80A,BOTKJPJTXXX,101,17
BOTKJPJTXXX,UBSWCHZH80A,101,15
CCBCCNBJXXX,BOTKJPJTXXX,231,13
BOTKJPJTXXX,CCBCCNBJXXX,231,15
RABONL2UXXX,BOTKJPJTXXX,62,17
BOTKJPJTXXX,RABONL2UXXX,62,15
RBOSGB2LXXX,BOTKJPJTXXX,89,11
BOTKJPJTXXX,RBOSGB2LXXX,89,15
SOGEFRPPXXX,BOTKJPJTXXX,81,19
BOTKJPJTXXX,SOGEFRPPXXX,81,15
MIDLGB22XXX,BOTKJPJTXXX,143,13
BOTKJPJTXXX,MIDLGB22XXX,143,15
COBADEFFXXX,BOTKJPJTXXX,177,19
BOTKJPJTXXX,COBADEFFXXX,177,15
WPACAU2SXXX,BOTKJPJTXXX,225,20
BOTKJPJTXXX,WPACAU2SXXX,225,15
INGBNL2AXXX,BOTKJPJTXXX,78,14
BOTKJPJTXXX,INGBNL2AXXX,78,15
PCBCCNBJXXX,BOTKJPJTXXX,171,20
BOTKJPJTXXX,PCBCCNBJXXX,171,15
BNPAGB22XXX,BARCGB22XXX,18,16
BARCGB22XXX,BNPAGB22XXX,18,18
SCBLGB2LXXX,BARCGB22XXX,57,10
BARCGB22XXX,SCBLGB2LXXX,57,18
HSBCGB2LXXX,BARCGB22XXX,70,14
BARCGB22XXX,HSBCGB2LXXX,70,18
AGRNGB2LXXX,BARCGB22XXX,62,12
BARCGB22XXX,AGRNGB2LXXX,62,18
LLOYGB2LXXX,BARCGB22XXX,45,15
BARCGB22XXX,LLOYGB2LXXX,45,18
NWBKGB2LXXX,BARCGB22XXX,39,13
BARCGB22XXX,NWBKGB2LXXX,39,18
RBOSGB2LXXX,BARCGB22XXX,120,11
BARCGB22XXX,RBOSGB2LXXX,120,18
MIDLGB22XXX,BARCGB22XXX,78,13
BARCGB22XXX,MIDLGB22XXX,78,18
JPMCGB2LXXX,BARCGB22XXX,33,13
BARCGB22XXX,JPMCGB2LXXX,33,18
BNPAFRPPXXX,BARCGB22XXX,66,18
BARCGB22XXX,BNPAFRPPXXX,66,18
KNABNL2HXXX,BARCGB22XXX,138,16
BARCGB22XXX,KNABNL2HXXX,138,18
MHCBJPJTXXX,BARCGB22XXX,207,15
BARCGB22XXX,MHCBJPJTXXX,207,18
ABNANL2AXXX,BARCGB22XXX,196,16
BARCGB22XXX,ABNANL2AXXX,196,18
DEUTDEBBXXX,BARCGB22XXX,124,15
BARCGB22XXX,DEUTDEBBXXX,124,18
MMTOJPJTXXX,BARCGB22XXX,240,20
BARCGB22XXX,MMTOJPJTXXX,240,18
NATAAU3302S,BARCGB22XXX,66,16
BARCGB22XXX,NATAAU3302S,66,18
BLKBCH22XXX,BARCGB22XXX,154,17
BARCGB22XXX,BLKBCH22XXX,154,18
CRESCHZZXXX,BARCGB22XXX,96,11
BARCGB22XXX,CRESCHZZXXX,96,18
CRLYFRPPXXX,BARCGB22XXX,179,12
BARCGB22XXX,CRLYFRPPXXX,179,18
AGRIFRPPXXX,BARCGB22XXX,186,11
BARCGB22XXX,AGRIFRPPXXX,186,18
SBININBBFXD,BARCGB22XXX,119,15
BARCGB22XXX,SBININBBFXD,119,18
ANZBAU3MXXX,BARCGB22XXX,220,13
BARCGB22XXX,ANZBAU3MXXX,220,18
BOTKJPJTXXX,BARCGB22XXX,177,15
BARCGB22XXX,BOTKJPJTXXX,177,18
SMBCJPJTXXX,BARCGB22XXX,121,14
BARCGB22XXX,SMBCJPJTXXX,121,18
CUSCAU2SXXX,BARCGB22XXX,69,20
BARCGB22XXX,CUSCAU2SXXX,69,18
ICICINBBCTS,BARCGB22XXX,198,20
BARCGB22XXX,ICICINBBCTS,198,18
WFBIUS6SXXX,BARCGB22XXX,205,15
BARCGB22XXX,WFBIUS6SXXX,205,18
ABOCCNBJXXX,BARCGB22XXX,186,10
BARCGB22XXX,ABOCCNBJXXX,186,18
BKCHCNBJXXX,BARCGB22XXX,183,12
BARCGB22XXX,BKCHCNBJXXX,183,18
HYVEDEMMXXX,BARCGB22XXX,223,10
BARCGB22XXX,HYVEDEMMXXX,223,18
HELADEF1RRS,BARCGB22XXX,116,10
BARCGB22XXX,HELADEF1RRS,116,18
BOFAUS3NXXX,BARCGB22XXX,196,12
BARCGB22XXX,BOFAUS3NXXX,196,18
BAFUCH22XXX,BARCGB22XXX,113,14
BARCGB22XXX,BAFUCH22XXX,113,18
UTIBINBBXXX,BARCGB22XXX,206,15
BARCGB22XXX,UTIBINBBXXX,206,18
CITIUS33XXX,BARCGB22XXX,94,10
BARCGB22XXX,CITIUS33XXX,94,18
CHASUS33XXX,BARCGB22XXX,166,14
BARCGB22XXX,CHASUS33XXX,166,18
HDFCINBBXXX,BARCGB22XXX,69,20
BARCGB22XXX,HDFCINBBXXX,69,18
UBSWCHZH80A,BARCGB22XXX,78,17
BARCGB22XXX,UBSWCHZH80A,78,18
CCBCCNBJXXX,BARCGB22XXX,88,13
BARCGB22XXX,CCBCCNBJXXX,88,18
RABONL2UXXX,BARCGB22XXX,104,17
BARCGB22XXX,RABONL2UXXX,104,18
SOGEFRPPXXX,BARCGB22XXX,84,19
BARCGB22XXX,SOGEFRPPXXX,84,18
COBADEFFXXX,BARCGB22XXX,166,19
BARCGB22XXX,COBADEFFXXX,166,18
WPACAU2SXXX,BARCGB22XXX,70,20
BARCGB22XXX,WPACAU2SXXX,70,18
INGBNL2AXXX,BARCGB22XXX,221,14
BARCGB22XXX,INGBNL2AXXX,221,18
PCBCCNBJXXX,BARCGB22XXX,231,20
BARCGB22XXX,PCBCCNBJXXX,231,18
MHCBJPJTXXX,SMBCJPJTXXX,16,15
SMBCJPJTXXX,MHCBJPJTXXX,16,14
MMTOJPJTXXX,SMBCJPJTXXX,121,20
SMBCJPJTXXX,MMTOJPJTXXX,121,14
CHASJPJTXXX,SMBCJPJTXXX,66,11
SMBCJPJTXXX,CHASJPJTXXX,66,14
ZENJJPJTXXX,SMBCJPJTXXX,41,16
SMBCJPJTXXX,ZENJJPJTXXX,41,14
BOTKJPJTXXX,SMBCJPJTXXX,81,15
SMBCJPJTXXX,BOTKJPJTXXX,81,14
ICBKJPJTXXX,SMBCJPJTXXX,30,13
SMBCJPJTXXX,ICBKJPJTXXX,30,14
NACNJPJTXXX,SMBCJPJTXXX,80,13
SMBCJPJTXXX,NACNJPJTXXX,80,14
MSKBJPJTXXX,SMBCJPJTXXX,67,20
SMBCJPJTXXX,MSKBJPJTXXX,67,14
SNNFJPJTXXX,SMBCJPJTXXX,108,17
SMBCJPJTXXX,SNNFJPJTXXX,108,14
BNPAFRPPXXX,SMBCJPJTXXX,227,18
SMBCJPJTXXX,BNPAFRPPXXX,227,14
KNABNL2HXXX,SMBCJPJTXXX,155,16
SMBCJPJTXXX,KNABNL2HXXX,155,14
ABNANL2AXXX,SMBCJPJTXXX,165,16
SMBCJPJTXXX,ABNANL2AXXX,165,14
DEUTDEBBXXX,SMBCJPJTXXX,192,15
SMBCJPJTXXX,DEUTDEBBXXX,192,14
NATAAU3302S,SMBCJPJTXXX,100,16
SMBCJPJTXXX,NATAAU3302S,100,14
BLKBCH22XXX,SMBCJPJTXXX,107,17
SMBCJPJTXXX,BLKBCH22XXX,107,14
CRESCHZZXXX,SMBCJPJTXXX,174,11
SMBCJPJTXXX,CRESCHZZXXX,174,14
CRLYFRPPXXX,SMBCJPJTXXX,157,12
SMBCJPJTXXX,CRLYFRPPXXX,157,14
AGRIFRPPXXX,SMBCJPJTXXX,63,11
SMBCJPJTXXX,AGRIFRPPXXX,63,14
HSBCGB2LXXX,SMBCJPJTXXX,228,14
SMBCJPJTXXX,HSBCGB2LXXX,228,14
SBININBBFXD,SMBCJPJTXXX,122,15
SMBCJPJTXXX,SBININBBFXD,122,14
ANZBAU3MXXX,SMBCJPJTXXX,97,13
SMBCJPJTXXX,ANZBAU3MXXX,97,14
BARCGB22XXX,SMBCJPJTXXX,154,18
SMBCJPJTXXX,BARCGB22XXX,154,14
CUSCAU2SXXX,SMBCJPJTXXX,132,20
SMBCJPJTXXX,CUSCAU2SXXX,132,14
ICICINBBCTS,SMBCJPJTXXX,115,20
SMBCJPJTXXX,ICICINBBCTS,115,14
WFBIUS6SXXX,SMBCJPJTXXX,183,15
SMBCJPJTXXX,WFBIUS6SXXX,183,14
ABOCCNBJXXX,SMBCJPJTXXX,176,10
SMBCJPJTXXX,ABOCCNBJXXX,176,14
BKCHCNBJXXX,SMBCJPJTXXX,140,12
SMBCJPJTXXX,BKCHCNBJXXX,140,14
HYVEDEMMXXX,SMBCJPJTXXX,108,10
SMBCJPJTXXX,HYVEDEMMXXX,108,14
HELADEF1RRS,SMBCJPJTXXX,187,10
SMBCJPJTXXX,HELADEF1RRS,187,14
BOFAUS3NXXX,SMBCJPJTXXX,120,12
SMBCJPJTXXX,BOFAUS3NXXX,120,14
BAFUCH22XXX,SMBCJPJTXXX,98,14
SMBCJPJTXXX,BAFUCH22XXX,98,14
UTIBINBBXXX,SMBCJPJTXXX,197,15
SMBCJPJTXXX,UTIBINBBXXX,197,14
CITIUS33XXX,SMBCJPJTXXX,106,10
SMBCJPJTXXX,CITIUS33XXX,106,14
CHASUS33XXX,SMBCJPJTXXX,183,14
SMBCJPJTXXX,CHASUS33XXX,183,14
HDFCINBBXXX,SMBCJPJTXXX,62,20
SMBCJPJTXXX,HDFCINBBXXX,62,14
UBSWCHZH80A,SMBCJPJTXXX,212,17
SMBCJPJTXXX,UBSWCHZH80A,212,14
CCBCCNBJXXX,SMBCJPJTXXX,214,13
SMBCJPJTXXX,CCBCCNBJXXX,214,14
RABONL2UXXX,SMBCJPJTXXX,168,17
SMBCJPJTXXX,RABONL2UXXX,168,14
RBOSGB2LXXX,SMBCJPJTXXX,118,11
SMBCJPJTXXX,RBOSGB2LXXX,118,14
SOGEFRPPXXX,SMBCJPJTXXX,180,19
SMBCJPJTXXX,SOGEFRPPXXX,180,14
MIDLGB22XXX,SMBCJPJTXXX,155,13
SMBCJPJTXXX,MIDLGB22XXX,155,14
COBADEFFXXX,SMBCJPJTXXX,213,19
SMBCJPJTXXX,COBADEFFXXX,213,14
WPACAU2SXXX,SMBCJPJTXXX,105,20
SMBCJPJTXXX,WPACAU2SXXX,105,14
INGBNL2AXXX,SMBCJPJTXXX,106,14
SMBCJPJTXXX,INGBNL2AXXX,106,14
PCBCCNBJXXX,SMBCJPJTXXX,73,20
SMBCJPJTXXX,PCBCCNBJXXX,73,14
BENDAU3BXXX,CUSCAU2SXXX,72,18
CUSCAU2SXXX,BENDAU3BXXX,72,20
SGBLAU2SXXX,CUSCAU2SXXX,117,13
CUSCAU2SXXX,SGBLAU2SXXX,117,20
RBOSAU2SXXX,CUSCAU2SXXX,83,20
CUSCAU2SXXX,RBOSAU2SXXX,83,20
NATAAU3302S,CUSCAU2SXXX,74,16
CUSCAU2SXXX,NATAAU3302S,74,20
ANZBAU3MXXX,CUSCAU2SXXX,109,13
CUSCAU2SXXX,ANZBAU3MXXX,109,20
HSBCAU2SXXX,CUSCAU2SXXX,126,20
CUSCAU2SXXX,HSBCAU2SXXX,126,20
QSNWAU4BXXX,CUSCAU2SXXX,99,17
CUSCAU2SXXX,QSNWAU4BXXX,99,20
BKWAAU4SXXX,CUSCAU2SXXX,51,19
CUSCAU2SXXX,BKWAAU4SXXX,51,20
WPACAU2SXXX,CUSCAU2SXXX,53,20
CUSCAU2SXXX,WPACAU2SXXX,53,20
BNPAFRPPXXX,CUSCAU2SXXX,67,18
CUSCAU2SXXX,BNPAFRPPXXX,67,20
KNABNL2HXXX,CUSCAU2SXXX,64,16
CUSCAU2SXXX,KNABNL2HXXX,64,20
MHCBJPJTXXX,CUSCAU2SXXX,60,15
CUSCAU2SXXX,MHCBJPJTXXX,60,20
ABNANL2AXXX,CUSCAU2SXXX,148,16
CUSCAU2SXXX,ABNANL2AXXX,148,20
DEUTDEBBXXX,CUSCAU2SXXX,113,15
CUSCAU2SXXX,DEUTDEBBXXX,113,20
MMTOJPJTXXX,CUSCAU2SXXX,188,20
CUSCAU2SXXX,MMTOJPJTXXX,188,20
BLKBCH22XXX,CUSCAU2SXXX,208,17
CUSCAU2SXXX,BLKBCH22XXX,208,20
CRESCHZZXXX,CUSCAU2SXXX,151,11
CUSCAU2SXXX,CRESCHZZXXX,151,20
CRLYFRPPXXX,CUSCAU2SXXX,144,12
CUSCAU2SXXX,CRLYFRPPXXX,144,20
AGRIFRPPXXX,CUSCAU2SXXX,74,11
CUSCAU2SXXX,AGRIFRPPXXX,74,20
HSBCGB2LXXX,CUSCAU2SXXX,94,14
CUSCAU2SXXX,HSBCGB2LXXX,94,20
SBININBBFXD,CUSCAU2SXXX,147,15
CUSCAU2SXXX,SBININBBFXD,147,20
BOTKJPJTXXX,CUSCAU2SXXX,227,15
CUSCAU2SXXX,BOTKJPJTXXX,227,20
BARCGB22XXX,CUSCAU2SXXX,67,18
CUSCAU2SXXX,BARCGB22XXX,67,20
SMBCJPJTXXX,CUSCAU2SXXX,75,14
CUSCAU2SXXX,SMBCJPJTXXX,75,20
ICICINBBCTS,CUSCAU2SXXX,104,20
CUSCAU2SXXX,ICICINBBCTS,104,20
WFBIUS6SXXX,CUSCAU2SXXX,188,15
CUSCAU2SXXX,WFBIUS6SXXX,188,20
ABOCCNBJXXX,CUSCAU2SXXX,170,10
